elapsed_s,x_m,y_m
11.34,0.0000,0.0000
50.16,-0.0752,-0.2060
51.17,-0.2299,-0.3604
51.87,-0.2840,-0.1511
53.29,-0.1923,0.0446
53.97,0.0014,0.1145
55.37,-0.2183,0.0749
57.07,-0.0265,0.2249
59.07,-0.2258,0.2067
59.86,0.1734,0.2122
62.27,-0.0530,0.2789
76.17,0.1678,0.2159
109.77,0.2417,0.0269
110.96,0.2874,-0.1842
114.67,0.1701,0.0274
118.37,0.1417,0.2352
160.59,0.1468,0.4383
161.77,0.2284,0.6376
163.77,0.1807,0.4013
166.77,0.3857,0.3400
167.46,0.2487,0.1864
168.67,0.0805,0.0646
170.07,-0.1311,0.1485
170.77,-0.2792,0.2909
176.38,-0.3008,0.0900
177.77,-0.3567,0.3192
181.27,-0.4334,0.1231
181.97,-0.4037,0.3250
184.07,-0.5009,0.1360
184.96,-0.4180,0.3545
192.27,-0.3437,0.5553
194.56,-0.3733,0.3572
195.76,-0.4342,0.1499
196.96,-0.3893,0.3494
204.48,-0.3283,0.5408
