metric,value
rows,50
duration_s,128.000000
total_distance_m,3.165504
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.551200
end_y_m,0.790000
max_segment_speed_mps,0.966657
mean_segment_speed_mps,0.114075
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,0.551200
end_stable_y_m,0.790000
end_jump_flag,0
end_jump_distance_m,0.000000
end_jump_dt_s,0.000000
