elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.36,0.0000,0.0000,-0.0277,-0.0013,0.0000,0.0000,-0.0277,-0.0013
38.36,-0.0142,-0.0002,-0.0515,-0.0037,-0.0142,-0.0002,-0.0515,-0.0037
39.09,-0.0688,-0.0037,-0.0763,-0.0075,-0.0688,-0.0037,-0.0763,-0.0075
39.61,-0.1229,-0.0109,-0.0856,-0.0100,-0.1229,-0.0109,-0.0856,-0.0100
40.25,-0.1757,-0.0225,-0.0698,-0.0105,-0.1757,-0.0225,-0.0698,-0.0105
40.96,-0.0462,-0.0129,-0.0328,-0.0084,-0.0462,-0.0129,-0.0328,-0.0084
41.28,0.0648,-0.0027,0.0416,0.0026,0.0648,-0.0027,0.0416,0.0026
41.96,0.1162,0.0069,0.1355,0.0183,0.1162,0.0069,0.1355,0.0183
42.16,0.2489,0.0440,0.2035,0.0322,0.2489,0.0440,0.2035,0.0322
43.17,0.2937,0.0564,0.2465,0.0432,0.2937,0.0564,0.2465,0.0432
49.97,0.2938,0.0564,0.2691,0.0485,0.2938,0.0564,0.2691,0.0485
67.17,0.2801,0.0522,0.2554,0.0416,0.2801,0.0522,0.2554,0.0416
67.76,0.2290,0.0333,0.3102,0.0538,0.2290,0.0333,0.3102,0.0538
68.36,0.1804,0.0098,0.3660,0.0661,0.1804,0.0098,0.3660,0.0661
70.96,0.5678,0.1170,0.4288,0.0799,0.5678,0.1170,0.4288,0.0799
72.05,0.5730,0.1179,0.4898,0.0953,0.5730,0.1179,0.4898,0.0953
73.06,0.5940,0.1216,0.5533,0.1138,0.5940,0.1216,0.5533,0.1138
73.79,0.5340,0.1103,0.5439,0.1118,0.5340,0.1103,0.5439,0.1118
74.86,0.4978,0.1021,0.5432,0.1118,0.4978,0.1021,0.5432,0.1118
75.86,0.5207,0.1071,0.5422,0.1119,0.5207,0.1071,0.5422,0.1119
76.11,0.5697,0.1179,0.5526,0.1141,0.5697,0.1179,0.5526,0.1141
77.17,0.5888,0.1220,0.5759,0.1197,0.5888,0.1220,0.5759,0.1197
78.97,0.5860,0.1213,0.5945,0.1243,0.5860,0.1213,0.5945,0.1243
80.07,0.6142,0.1301,0.6006,0.1263,0.6142,0.1301,0.6006,0.1263
81.17,0.6140,0.1301,0.5941,0.1258,0.6140,0.1301,0.5941,0.1258
83.36,0.6000,0.1281,0.5881,0.1254,0.6000,0.1281,0.5881,0.1254
84.37,0.5561,0.1193,0.5766,0.1233,0.5561,0.1193,0.5766,0.1233
85.38,0.5563,0.1194,0.5651,0.1211,0.5563,0.1194,0.5651,0.1211
91.36,0.5564,0.1194,0.5564,0.1194,0.5564,0.1194,0.5564,0.1194
92.47,0.5567,0.1195,0.5579,0.1206,0.5567,0.1195,0.5579,0.1206
93.49,0.5564,0.1194,0.5593,0.1217,0.5564,0.1194,0.5593,0.1217
121.36,0.5637,0.1254,0.5607,0.1218,0.5637,0.1254,0.5607,0.1218
122.37,0.5633,0.1251,0.5625,0.1107,0.5633,0.1251,0.5625,0.1107
136.57,0.5633,0.1196,0.5653,0.0890,0.5633,0.1196,0.5653,0.0890
137.16,0.5659,0.0642,0.5680,0.0553,0.5659,0.0642,0.5680,0.0553
137.78,0.5704,0.0106,0.5831,0.0798,0.5704,0.0106,0.5831,0.0798
138.38,0.5774,-0.0428,0.6023,0.0937,0.5774,-0.0428,0.6023,0.0937
139.36,0.6385,0.2472,0.6246,0.1083,0.6385,0.2472,0.6246,0.1083
140.36,0.6591,0.1893,0.6506,0.1221,0.6591,0.1893,0.6506,0.1221
141.38,0.6778,0.1372,0.6700,0.1628,0.6778,0.1372,0.6700,0.1628
142.17,0.7000,0.0796,0.6539,0.2191,0.7000,0.0796,0.6539,0.2191
142.69,0.6747,0.1605,0.6272,0.3034,0.6747,0.1605,0.6272,0.3034
143.09,0.5579,0.5291,0.5859,0.4250,0.5579,0.5291,0.5859,0.4250
143.96,0.5254,0.6108,0.5470,0.5482,0.5254,0.6108,0.5470,0.5482
144.26,0.4711,0.7450,0.5231,0.6500,0.4711,0.7450,0.5231,0.6500
145.26,0.5058,0.6958,0.5326,0.6749,0.5058,0.6958,0.5326,0.6749
145.96,0.5550,0.6694,0.5459,0.6959,0.5550,0.6694,0.5459,0.6959
146.66,0.6057,0.6538,0.5619,0.7049,0.6057,0.6538,0.5619,0.7049
147.11,0.5918,0.7158,0.5759,0.7072,0.5918,0.7158,0.5759,0.7072
147.36,0.5512,0.7900,0.5829,0.7198,0.5512,0.7900,0.5829,0.7198
