elapsed_s,x_m,y_m
10.86,0.0000,0.0000
22.93,0.2155,0.0033
24.32,0.4198,-0.0089
25.42,0.2219,-0.0516
26.33,-0.0518,-0.0445
28.33,-0.2811,-0.0724
30.92,-0.5000,-0.0832
34.72,-0.6233,0.1260
35.13,-0.6050,0.3932
35.62,-0.5645,0.6024
36.22,-0.5034,0.8070
37.04,-0.4452,0.9990
39.62,-0.5042,0.8054
67.22,-0.6006,0.6144
68.63,-0.7317,0.4428
69.34,-0.5308,0.7411
73.12,-0.7449,0.7016
76.42,-0.5373,0.7390
77.72,-0.3272,0.7372
82.02,-0.5333,0.7982
84.72,-0.2949,0.7463
87.24,-0.4437,0.9109
92.43,-0.1222,0.8166
93.02,0.0673,0.4927
98.12,0.1799,0.6903
100.22,0.2165,0.4811
102.22,0.1286,0.0219
102.82,0.0453,-0.2729
104.02,0.1829,-0.0959
105.03,0.3270,0.0450
105.82,0.1662,-0.1008
106.62,0.0344,-0.2738
107.42,-0.1163,-0.4198
112.02,0.0879,-0.3832
114.52,-0.1296,-0.4723
117.95,0.0271,-0.6047
120.15,-0.1802,-0.6367
120.72,-0.3963,-0.5137
121.72,-0.5551,-0.3836
126.62,-0.4169,-0.5400
129.02,-0.6008,-0.3797
131.32,-0.7187,-0.5436
