elapsed_s,area_m2,percent_known,known_cells,total_cells
0.68,4.155,76.73,1662,2166
2.02,4.155,76.73,1662,2166
5.31,4.155,76.73,1662,2166
7.06,4.155,76.73,1662,2166
8.43,4.155,76.73,1662,2166
10.12,4.155,76.73,1662,2166
11.58,4.155,76.73,1662,2166
13.86,4.155,76.73,1662,2166
15.30,4.155,76.73,1662,2166
17.32,4.155,76.73,1662,2166
19.31,4.155,76.73,1662,2166
21.30,4.350,80.33,1740,2166
23.49,4.528,82.17,1811,2204
25.40,4.643,84.26,1857,2204
27.36,4.643,84.26,1847,2204
29.72,4.675,83.41,1870,2242
31.31,4.678,83.45,1871,2242
33.41,4.683,83.54,1873,2242
35.31,4.683,83.54,1873,2242
37.32,4.683,83.54,1873,2242
39.31,4.683,83.54,1873,2242
41.35,4.683,83.54,1873,2242
43.31,4.690,83.68,1876,2242
45.32,4.690,83.68,1876,2242
47.37,4.690,83.68,1876,2242
49.31,4.690,83.68,1876,2242
51.31,4.690,83.68,1876,2242
53.38,4.690,83.68,1876,2242
55.33,4.690,83.68,1876,2242
57.32,4.690,83.68,1876,2242
59.31,4.690,83.68,1876,2242
61.32,4.690,83.68,1876,2242
63.37,4.690,83.68,1876,2242
65.38,4.690,83.68,1876,2242
67.32,4.690,83.68,1876,2242
69.32,4.690,83.68,1876,2242
71.31,4.690,83.68,1876,2242
73.31,4.690,83.68,1876,2242
75.32,4.690,83.68,1876,2242
77.33,4.690,83.68,1876,2242
79.31,4.690,83.68,1876,2242
81.30,4.690,83.68,1876,2242
83.32,4.693,83.72,1877,2242
85.30,4.693,83.72,1877,2242
87.31,4.813,85.86,1925,2242
89.31,4.813,85.86,1925,2242
91.45,4.813,85.86,1925,2242
93.85,4.973,86.44,1989,2301
95.40,5.075,88.22,2030,2301
97.70,5.418,94.18,2167,2301
99.31,5.418,94.18,2162,2301
101.32,5.418,94.18,2162,2301
103.35,5.418,94.18,2162,2301
105.31,5.418,94.18,2162,2301
107.32,5.418,94.18,2162,2301
109.31,5.418,94.18,2162,2301
111.31,5.418,94.18,2162,2301
113.32,5.418,94.18,2162,2301
115.38,5.418,94.18,2162,2301
117.32,5.418,94.18,2162,2301
119.31,5.418,94.18,2162,2301
121.33,5.418,94.18,2162,2301
123.32,5.418,94.18,2162,2301
125.36,5.418,94.18,2162,2301
127.35,5.418,94.18,2162,2301
