elapsed_s,x_m,y_m
8.44,0.0000,0.0000
21.28,0.2069,0.0075
24.88,-0.0507,0.0951
25.98,-0.2370,-0.0012
33.28,-0.7326,-0.1873
33.68,-0.4937,-0.1463
78.28,-0.3717,-0.3090
79.68,-0.4697,-0.1326
91.68,-0.3927,-0.3402
93.08,-0.3736,-0.5553
96.68,-0.5593,-0.3454
98.59,-0.3557,-0.3126
99.08,-0.1393,0.0265
99.28,-0.2297,0.2462
100.08,-0.4057,0.3929
100.68,-0.6358,0.5316
