elapsed_s,x_m,y_m
8.85,0.0000,0.0000
25.92,-0.1379,-0.1525
28.81,-0.3196,-0.2683
29.11,-0.0524,0.0125
29.21,0.3365,0.1995
33.85,0.1336,0.1080
34.61,-0.0861,-0.0075
35.13,-0.2765,-0.1191
39.17,-0.0198,0.0460
41.95,-0.2045,0.1492
42.61,0.0077,0.1431
44.32,-0.2232,0.0905
46.09,-0.4240,0.1179
50.49,0.2714,0.1022
54.41,-0.1088,0.2864
69.02,0.0489,0.4563
71.61,-0.3401,0.2382
73.22,-0.4027,0.0380
74.32,-0.5972,-0.0237
76.52,-0.4789,0.1964
77.41,-0.3355,0.3628
93.12,-0.1651,0.4695
97.92,-0.3727,0.3881
101.01,-0.3635,0.6255
101.21,-0.0694,0.6765
101.61,0.1750,0.6096
102.81,0.4836,0.4948
106.22,0.2430,0.5675
