elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
9.10,0.3050,-0.4435,0.4750,-0.6906
11.89,0.5013,0.4595,0.7250,0.6594
14.80,-0.7807,-0.4779,-1.0393,-0.6301
22.88,-1.3193,-0.6994,-1.5893,-0.8301
34.88,-0.8145,-0.4098,-1.0893,-0.5301
37.68,0.3837,-0.3879,0.5607,-0.6301
49.80,-0.8163,-0.4056,-1.0893,-0.5301
61.90,0.5294,-0.5411,0.7107,-0.7801
64.90,-1.3644,-0.6600,-1.6393,-0.7801
73.89,-0.8081,-0.3754,-1.0893,-0.4801
77.02,0.5664,-0.5516,0.7607,-0.7801
88.99,-0.8076,-0.3768,-1.0893,-0.4801
101.06,0.6241,-0.5452,0.8107,-0.7801
