elapsed_s,frontier_x_m,frontier_y_m
3.10,-1.9224,-0.3215
3.10,-1.3224,-0.3215
3.10,-1.3224,-0.2215
3.10,-2.0724,-0.0715
3.10,-1.7224,0.6285
3.10,-2.0724,0.6285
3.10,-1.9724,0.6785
3.10,-0.9224,0.9785
3.10,-2.1224,0.7285
3.10,-2.0224,0.7785
3.10,-2.2724,0.8285
3.10,-1.1724,0.8285
3.10,-2.1724,0.8785
3.10,-2.0724,0.8785
3.10,-1.9724,0.9785
3.10,-2.1224,1.0285
3.10,0.3276,1.0285
3.10,-2.2224,1.0785
3.10,-0.5724,1.0785
3.10,-2.3224,1.1285
3.10,-2.4224,1.1785
3.10,-0.6224,1.1785
3.10,-2.0724,1.2785
3.10,-0.6724,1.2785
3.10,-1.0724,1.3285
4.34,-1.9224,-0.3215
4.34,-1.3224,-0.3215
4.34,-1.3224,-0.2215
4.34,-2.0724,-0.0715
4.34,-1.7224,0.6285
4.34,-2.0724,0.6285
4.34,-1.9724,0.6785
4.34,-0.9224,0.9785
4.34,-2.1224,0.7285
4.34,-2.0224,0.7785
4.34,-2.2724,0.8285
4.34,-1.1724,0.8285
4.34,-2.1724,0.8785
4.34,-2.0724,0.8785
4.34,-1.9724,0.9785
4.34,-2.1224,1.0285
4.34,0.3276,1.0285
4.34,-2.2224,1.0785
4.34,-0.5724,1.0785
4.34,-2.3224,1.1285
4.34,-2.4224,1.1785
4.34,-0.6224,1.1785
4.34,-2.0724,1.2785
4.34,-0.6724,1.2785
4.34,-1.0724,1.3285
6.59,-1.9224,-0.3215
6.59,-1.3224,-0.3215
6.59,-1.3224,-0.2215
6.59,-2.0724,-0.0715
6.59,-1.7224,0.6285
6.59,-2.0724,0.6285
6.59,-1.9724,0.6785
6.59,-0.9224,0.9785
6.59,-2.1224,0.7285
6.59,-2.0224,0.7785
6.59,-2.2724,0.8285
6.59,-1.1724,0.8285
6.59,-2.1724,0.8785
6.59,-2.0724,0.8785
6.59,-1.9724,0.9785
6.59,-2.1224,1.0285
6.59,0.3276,1.0285
6.59,-2.2224,1.0785
6.59,-0.5724,1.0785
6.59,-2.3224,1.1285
6.59,-2.4224,1.1785
6.59,-0.6224,1.1785
6.59,-2.0724,1.2785
6.59,-0.6724,1.2785
6.59,-1.0724,1.3285
8.26,-1.9224,-0.3215
8.26,-1.3224,-0.3215
8.26,-1.3224,-0.2215
8.26,-2.0724,-0.0715
8.26,-1.7224,0.6285
8.26,-2.0724,0.6285
8.26,-1.9724,0.6785
8.26,-0.9224,0.9785
8.26,-2.1224,0.7285
8.26,-2.0224,0.7785
8.26,-2.2724,0.8285
8.26,-1.1724,0.8285
8.26,-2.1724,0.8785
8.26,-2.0724,0.8785
8.26,-1.9724,0.9785
8.26,-2.1224,1.0285
8.26,0.3276,1.0285
8.26,-2.2224,1.0785
8.26,-0.5724,1.0785
8.26,-2.3224,1.1285
8.26,-2.4224,1.1785
8.26,-0.6224,1.1785
8.26,-2.0724,1.2785
8.26,-0.6724,1.2785
8.26,-1.0724,1.3285
10.42,-1.9224,-0.3215
10.42,-1.3224,-0.3215
10.42,-1.3224,-0.2215
10.42,-2.0724,-0.0715
10.42,-1.7224,0.6285
10.42,-2.0724,0.6285
10.42,-1.9724,0.6785
10.42,-0.9224,0.9785
10.42,-2.1224,0.7285
10.42,-2.0224,0.7785
10.42,-2.2724,0.8285
10.42,-1.1724,0.8285
10.42,-2.1724,0.8785
10.42,-2.0724,0.8785
10.42,-1.9724,0.9785
10.42,-2.1224,1.0285
10.42,0.3276,1.0285
10.42,-2.2224,1.0785
10.42,-0.5724,1.0785
10.42,-2.3224,1.1285
10.42,-2.4224,1.1785
10.42,-0.6224,1.1785
10.42,-2.0724,1.2785
10.42,-0.6724,1.2785
10.42,-1.0724,1.3285
12.35,-1.9224,-0.3215
12.35,-1.3224,-0.3215
12.35,-1.3224,-0.2215
12.35,-2.0724,-0.0715
12.35,-1.7224,0.6285
12.35,-2.0724,0.6285
