elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.17,0.0000,0.0000,0.0026,-0.0265,0.0000,0.0000,0.0026,-0.0265
25.63,-0.0008,-0.0100,0.0123,-0.0578,-0.0008,-0.0100,0.0123,-0.0578
26.23,0.0087,-0.0696,0.0248,-0.0876,0.0087,-0.0696,0.0248,-0.0876
27.44,0.0411,-0.1517,0.0455,-0.0820,0.0411,-0.1517,0.0455,-0.0820
28.20,0.0749,-0.2067,0.0734,-0.0849,0.0749,-0.2067,0.0734,-0.0849
28.43,0.1034,0.0282,0.0952,-0.0461,0.1034,0.0282,0.0952,-0.0461
28.74,0.1386,-0.0249,0.1090,0.0221,0.1386,-0.0249,0.1090,0.0221
29.73,0.1179,0.1247,0.1039,0.1234,0.1179,0.1247,0.1039,0.1234
30.53,0.1099,0.1892,0.0878,0.1940,0.1099,0.1892,0.0878,0.1940
30.73,0.0495,0.2997,0.0455,0.2973,0.0495,0.2997,0.0455,0.2973
31.63,0.0230,0.3813,-0.0051,0.3793,0.0230,0.3813,-0.0051,0.3793
31.84,-0.0728,0.4913,-0.0764,0.4671,-0.0728,0.4913,-0.0764,0.4671
32.63,-0.1354,0.5348,-0.1240,0.5271,-0.1354,0.5348,-0.1240,0.5271
32.83,-0.2465,0.6283,-0.1546,0.5643,-0.2465,0.6283,-0.1546,0.5643
33.44,-0.1882,0.5996,-0.1814,0.5830,-0.1882,0.5996,-0.1814,0.5830
34.03,-0.1304,0.5674,-0.1889,0.5850,-0.1304,0.5674,-0.1889,0.5850
35.03,-0.2065,0.5847,-0.1646,0.5598,-0.2065,0.5847,-0.1646,0.5598
35.78,-0.1728,0.5448,-0.1426,0.5315,-0.1728,0.5448,-0.1426,0.5315
36.27,-0.1251,0.5022,-0.1252,0.5088,-0.1251,0.5022,-0.1252,0.5088
36.83,-0.0782,0.4585,-0.1173,0.4960,-0.0782,0.4585,-0.1173,0.4960
37.87,-0.0433,0.4537,-0.1165,0.4811,-0.0433,0.4537,-0.1165,0.4811
38.23,-0.1672,0.5206,-0.1189,0.4641,-0.1672,0.5206,-0.1189,0.4641
39.03,-0.1689,0.4706,-0.1303,0.4685,-0.1689,0.4706,-0.1303,0.4685
39.73,-0.1368,0.4168,-0.1515,0.4840,-0.1368,0.4168,-0.1515,0.4840
40.26,-0.1352,0.4810,-0.1617,0.5010,-0.1352,0.4810,-0.1617,0.5010
40.44,-0.1492,0.5308,-0.1704,0.5161,-0.1492,0.5308,-0.1704,0.5161
41.23,-0.2185,0.6058,-0.1803,0.5294,-0.2185,0.6058,-0.1803,0.5294
41.43,-0.2126,0.5459,-0.1916,0.5415,-0.2126,0.5459,-0.1916,0.5415
42.04,-0.1862,0.4835,-0.2058,0.5450,-0.1862,0.4835,-0.2058,0.5450
