elapsed_s,x_m,y_m
4.49,0.0000,0.0000
30.10,-0.2074,-0.0200
31.90,0.0215,0.0068
35.99,0.2315,0.0452
48.81,0.3682,0.2049
50.02,0.4489,0.4041
52.40,0.3271,0.0595
54.59,0.5359,0.0093
55.79,0.7384,-0.0650
56.69,0.4254,-0.0759
58.82,0.2465,0.1546
58.99,0.0382,0.4336
60.99,0.1032,0.1974
62.17,0.1986,0.0146
63.31,0.2728,-0.1858
64.49,0.2637,-0.4013
64.99,0.1437,-0.0789
65.10,0.0560,0.1858
67.00,0.0941,0.4233
84.69,0.1303,0.6269
85.89,0.1059,0.8402
88.00,0.2754,0.9977
88.30,0.3380,0.8061
90.50,0.3384,0.4533
91.81,-0.2835,-0.0102
92.50,-0.5133,0.0441
93.15,-0.2297,0.0521
93.50,0.0157,0.0493
96.99,0.2876,0.0792
109.99,0.4828,0.1312
111.29,0.7133,0.1652
111.99,0.4571,0.1065
113.89,0.1939,0.0185
116.50,0.3762,-0.0657
117.70,0.4395,-0.2706
118.09,0.3269,-0.0825
118.30,0.1834,0.0587
122.99,0.3597,-0.0653
124.39,0.0821,0.1398
