elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
24.59,0.0000,0.0000,-0.0066,-0.0002,0.0000,0.0000,-0.0066,-0.0002
32.60,-0.0023,-0.0001,-0.0131,-0.0004,-0.0023,-0.0001,-0.0131,-0.0004
33.61,-0.0175,-0.0004,-0.0189,-0.0009,-0.0175,-0.0004,-0.0189,-0.0009
34.69,-0.0325,-0.0010,-0.0293,-0.0021,-0.0325,-0.0010,-0.0293,-0.0021
35.70,-0.0424,-0.0028,-0.0426,-0.0054,-0.0424,-0.0028,-0.0426,-0.0054
36.70,-0.0518,-0.0061,-0.0556,-0.0116,-0.0518,-0.0061,-0.0556,-0.0116
37.82,-0.0688,-0.0165,-0.0674,-0.0213,-0.0688,-0.0165,-0.0674,-0.0213
38.91,-0.0824,-0.0313,-0.0213,0.0086,-0.0824,-0.0313,-0.0213,0.0086
39.99,-0.0918,-0.0497,0.0939,0.0914,-0.0918,-0.0497,0.0939,0.0914
40.79,0.1884,0.1465,0.2132,0.1719,0.1884,0.1465,0.2132,0.1719
41.01,0.5244,0.4082,0.3336,0.2613,0.5244,0.4082,0.3336,0.2613
42.02,0.5275,0.3858,0.4572,0.3528,0.5275,0.3858,0.4572,0.3528
43.10,0.5197,0.4156,0.5242,0.4048,0.5197,0.4156,0.5242,0.4048
44.11,0.5259,0.4078,0.5252,0.4026,0.5259,0.4078,0.5252,0.4026
45.20,0.5235,0.4068,0.5264,0.4029,0.5235,0.4068,0.5264,0.4029
46.26,0.5296,0.3972,0.5278,0.4024,0.5296,0.3972,0.5278,0.4024
47.30,0.5332,0.3870,0.5258,0.4113,0.5332,0.3870,0.5258,0.4113
48.40,0.5270,0.4134,0.5199,0.4306,0.5270,0.4134,0.5199,0.4306
49.50,0.5155,0.4522,0.5159,0.4837,0.5155,0.4522,0.5159,0.4837
50.49,0.4942,0.5031,0.5112,0.5498,0.4942,0.5031,0.5112,0.5498
51.20,0.5096,0.6627,0.5148,0.6350,0.5096,0.6627,0.5148,0.6350
51.59,0.5097,0.7176,0.5101,0.7187,0.5097,0.7176,0.5101,0.7187
51.90,0.5449,0.8393,0.4977,0.7984,0.5449,0.8393,0.4977,0.7984
52.60,0.4923,0.8709,0.4758,0.8298,0.4923,0.8709,0.4758,0.8298
53.19,0.4318,0.9017,0.4389,0.8541,0.4318,0.9017,0.4389,0.8541
53.59,0.4005,0.8194,0.4104,0.8522,0.4005,0.8194,0.4104,0.8522
54.20,0.3252,0.8391,0.3755,0.8488,0.3252,0.8391,0.3755,0.8488
54.60,0.4021,0.8297,0.3560,0.8382,0.4021,0.8297,0.3560,0.8382
55.19,0.3179,0.8539,0.3232,0.8489,0.3179,0.8539,0.3232,0.8489
56.21,0.3344,0.8488,0.2951,0.8578,0.3344,0.8488,0.2951,0.8578
56.59,0.2366,0.8732,0.2774,0.8642,0.2366,0.8732,0.2774,0.8642
57.11,0.1847,0.8833,0.2657,0.8688,0.1847,0.8833,0.2657,0.8688
57.20,0.3133,0.8617,0.2395,0.8771,0.3133,0.8617,0.2395,0.8771
57.61,0.2595,0.8768,0.2493,0.8770,0.2595,0.8768,0.2493,0.8770
57.99,0.2034,0.8904,0.2577,0.8782,0.2034,0.8904,0.2577,0.8782
58.21,0.2856,0.8727,0.2282,0.8867,0.2856,0.8727,0.2282,0.8867
58.59,0.2268,0.8893,0.2292,0.8873,0.2268,0.8893,0.2292,0.8873
58.89,0.1659,0.9041,0.2286,0.8888,0.1659,0.9041,0.2286,0.8888
