elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
18.91,0.0000,0.0000,0.0000,0.0000
29.31,-0.1244,-0.0271,-0.1244,-0.0271
30.32,-0.1895,-0.0499,-0.1895,-0.0499
33.61,0.3340,-0.4532,0.3340,-0.4532
34.02,0.4197,-0.4295,0.4197,-0.4295
34.19,0.3654,-0.4678,0.3654,-0.4678
34.32,0.4548,-0.4465,0.4548,-0.4465
34.41,0.5124,-0.4392,0.5124,-0.4392
35.41,0.6237,-0.3901,0.6237,-0.3901
35.92,0.7154,-0.3357,0.7154,-0.3357
36.12,0.8584,-0.1718,0.8584,-0.1718
37.20,0.8490,-0.2052,0.8490,-0.2052
39.12,0.9612,-0.0491,0.9612,-0.0491
39.31,1.0602,0.2358,1.0602,0.2358
40.31,1.0536,0.3060,1.0536,0.3060
41.02,1.0355,0.3582,1.0355,0.3582
41.41,1.0549,0.2661,1.0549,0.2661
42.41,1.0489,0.2901,1.0489,0.2901
43.59,1.0487,0.2908,1.0487,0.2908
44.62,1.0488,0.2904,1.0488,0.2904
46.20,1.0474,0.2916,1.0474,0.2916
47.21,1.0438,0.2960,1.0438,0.2960
50.31,1.0438,0.2959,1.0438,0.2959
51.42,1.0437,0.2954,1.0437,0.2954
52.51,1.0438,0.2959,1.0438,0.2959
53.52,1.0456,0.2978,1.0456,0.2978
54.54,1.0509,0.3009,1.0509,0.3009
55.65,1.0371,0.2942,1.0371,0.2942
56.83,1.0173,0.2796,1.0173,0.2796
57.95,1.0138,0.2767,1.0138,0.2767
59.10,1.0198,0.2814,1.0198,0.2814
60.11,1.0349,0.2967,1.0349,0.2967
61.11,1.0528,0.3171,1.0528,0.3171
62.11,1.0728,0.3464,1.0728,0.3464
63.11,1.0929,0.3853,1.0929,0.3853
64.01,1.1109,0.4341,1.1109,0.4341
