elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.91,0.0000,0.0000,-0.1047,-0.0257,0.0000,0.0000,-0.1047,-0.0257
29.31,-0.1244,-0.0271,0.0050,-0.1326,-0.1244,-0.0271,0.0050,-0.1326
30.32,-0.1895,-0.0499,0.0879,-0.1919,-0.1895,-0.0499,0.0879,-0.1919
33.61,0.3340,-0.4532,0.1610,-0.2855,0.3340,-0.4532,0.1610,-0.2855
34.02,0.4197,-0.4295,0.2769,-0.3694,0.4197,-0.4295,0.2769,-0.3694
34.19,0.3654,-0.4678,0.4173,-0.4472,0.3654,-0.4678,0.4173,-0.4472
34.32,0.4548,-0.4465,0.4752,-0.4346,0.4548,-0.4465,0.4752,-0.4346
34.41,0.5124,-0.4392,0.5343,-0.4158,0.5124,-0.4392,0.5343,-0.4158
35.41,0.6237,-0.3901,0.6329,-0.3567,0.6237,-0.3901,0.6329,-0.3567
35.92,0.7154,-0.3357,0.7118,-0.3084,0.7154,-0.3357,0.7118,-0.3084
36.12,0.8584,-0.1718,0.8015,-0.2304,0.8584,-0.1718,0.8015,-0.2304
37.20,0.8490,-0.2052,0.8888,-0.1052,0.8490,-0.2052,0.8888,-0.1052
39.12,0.9612,-0.0491,0.9565,0.0231,0.9612,-0.0491,0.9565,0.0231
39.31,1.0602,0.2358,0.9919,0.1291,1.0602,0.2358,0.9919,0.1291
40.31,1.0536,0.3060,1.0331,0.2234,1.0536,0.3060,1.0331,0.2234
41.02,1.0355,0.3582,1.0506,0.2912,1.0355,0.3582,1.0506,0.2912
41.41,1.0549,0.2661,1.0483,0.3022,1.0549,0.2661,1.0483,0.3022
42.41,1.0489,0.2901,1.0474,0.2991,1.0489,0.2901,1.0474,0.2991
43.59,1.0487,0.2908,1.0497,0.2858,1.0487,0.2908,1.0497,0.2858
44.62,1.0488,0.2904,1.0475,0.2918,1.0488,0.2904,1.0475,0.2918
46.20,1.0474,0.2916,1.0465,0.2929,1.0474,0.2916,1.0465,0.2929
47.21,1.0438,0.2960,1.0455,0.2939,1.0438,0.2960,1.0455,0.2939
50.31,1.0438,0.2959,1.0445,0.2950,1.0438,0.2959,1.0445,0.2950
51.42,1.0437,0.2954,1.0442,0.2962,1.0437,0.2954,1.0442,0.2962
52.51,1.0438,0.2959,1.0456,0.2972,1.0438,0.2959,1.0456,0.2972
53.52,1.0456,0.2978,1.0442,0.2968,1.0456,0.2978,1.0442,0.2968
54.54,1.0509,0.3009,1.0389,0.2937,1.0509,0.3009,1.0389,0.2937
55.65,1.0371,0.2942,1.0329,0.2898,1.0371,0.2942,1.0329,0.2898
56.83,1.0173,0.2796,1.0278,0.2866,1.0173,0.2796,1.0278,0.2866
57.95,1.0138,0.2767,1.0246,0.2857,1.0138,0.2767,1.0246,0.2857
59.10,1.0198,0.2814,1.0277,0.2903,1.0198,0.2814,1.0277,0.2903
60.11,1.0349,0.2967,1.0388,0.3037,1.0349,0.2967,1.0388,0.3037
61.11,1.0528,0.3171,1.0547,0.3254,1.0528,0.3171,1.0547,0.3254
62.11,1.0728,0.3464,1.0729,0.3559,1.0728,0.3464,1.0729,0.3559
63.11,1.0929,0.3853,1.0824,0.3708,1.0929,0.3853,1.0824,0.3708
64.01,1.1109,0.4341,1.0922,0.3886,1.1109,0.4341,1.0922,0.3886
